time,Lead_I,Lead_II
7.716,-0.0117,0.0028
7.72,-0.0075,0.0017
7.724,0.0088,-0.0057
7.728,-0.0116,-0.0041
7.732,-0.0053,0.0083
7.736,0.0081,0.0132
7.74,0.0048,0.009
7.744,0.0063,0.0098
7.748,0.0001,-0.0045
7.752,0.0178,0.0036
7.756,0.0106,0.0078
7.76,0.0102,0.0093
7.764,0.0243,-0.0006
7.768,0.0101,0.0193
7.772,0.0209,0.0197
7.776,0.028,0.0083
7.78,0.0347,0.0305
7.784,0.0408,0.0352
7.788,0.0582,0.0425
7.792,0.0734,0.0537
7.796,0.0956,0.0604
7.8,0.1015,0.093
7.804,0.1286,0.0839
7.808,0.1514,0.0992
7.812,0.1713,0.1367
7.816,0.2065,0.137
7.82,0.2156,0.1437
7.824,0.2375,0.1671
7.828,0.251,0.172
7.832,0.2617,0.172
7.836,0.2818,0.1915
7.84,0.273,0.214
7.844,0.293,0.2047
7.848,0.3172,0.201
7.852,0.2876,0.1955
7.856,0.2778,0.2179
7.86,0.2813,0.1864
7.864,0.2653,0.1766
7.868,0.246,0.1932
7.872,0.2398,0.1824
7.876,0.2165,0.1537
7.88,0.2049,0.1469
7.884,0.183,0.1357
7.888,0.1623,0.1201
7.892,0.1536,0.1101
7.896,0.1313,0.0859
7.9,0.1203,0.0766
7.904,0.1106,0.0589
7.908,0.0742,0.0499
7.912,0.0598,0.0515
7.916,0.0488,0.039
7.92,0.0373,0.0387
7.924,0.0303,0.034
7.928,0.0155,0.0317
7.932,0.0285,0.02
7.936,0.0165,0.003
7.94,0.0259,0.0038
7.944,0.0133,0.0104
7.948,-0.0078,0.0023
7.952,0.0112,0.0065
7.956,-0.0038,0.0123
7.96,0.0148,0.0089
7.964,0.0087,0.0029
7.968,0.0123,0.0089
7.972,-0.0184,-0.0005
7.976,0.0125,-0.002
7.98,-0.001,-0.0295
7.984,0.0159,0.0086
7.988,0.0132,0.0029
7.992,0.0089,0.0016
7.996,0.0171,-0.0058
8.0,0.0101,0.0216
8.004,0.0096,-0.0049
8.008,0.0137,-0.0007
8.012,-0.0194,0.0011
8.016,0.0165,-0.0
8.02,0.024,0.0002
8.024,-0.007,0.0167
8.028,-0.0096,0.0265
8.032,-0.0114,0.015
8.036,0.0073,0.0187
8.04,0.0088,0.0092
8.044,-0.0027,-0.0064
8.048,0.0011,-0.0079
8.052,0.0014,-0.0054
8.056,0.0044,0.0084
8.06,0.0006,0.0111
8.064,-0.0019,-0.0016
8.068,-0.0025,0.0049
8.072,-0.0123,0.0216
8.076,0.0123,-0.0087
8.08,-0.0102,-0.0054
8.084,0.0132,0.006
8.088,-0.0122,-0.0244
8.092,0.0001,-0.0044
8.096,0.0356,0.0078
8.1,0.0022,-0.0166
8.104,0.0118,0.0094
8.108,0.0111,0.0142
8.112,0.0082,-0.0043
8.116,-0.0051,0.0016
8.12,-0.011,-0.0021
8.124,-0.0045,0.0168
8.128,0.0137,0.0131
8.132,0.0098,0.0004
8.136,0.0094,-0.0084
8.14,-0.0094,0.0034
8.144,-0.0195,0.0023
8.148,-0.0012,-0.0011
8.152,-0.0041,-0.0263
8.156,0.0032,0.0041
8.16,0.0121,0.0173
8.164,-0.002,-0.0104
8.168,0.0019,-0.0132
8.172,-0.0183,-0.0151
8.176,-0.0103,-0.0066
8.18,-0.0093,0.0068
8.184,0.0171,0.0076
8.188,0.0061,-0.0077
8.192,0.0011,0.0154
8.196,0.0098,0.0134
8.2,0.0238,0.009
8.204,0.0479,0.0315
8.208,0.0625,0.0308
8.212,0.0761,0.0248
8.216,0.088,0.0495
8.22,0.1059,0.0711
8.224,0.1153,0.0688
8.228,0.1248,0.0905
8.232,0.1453,0.0841
8.236,0.149,0.1072
8.24,0.1438,0.1109
8.244,0.1576,0.0999
8.248,0.1461,0.0846
8.252,0.1255,0.088
8.256,0.114,0.0712
8.26,0.0836,0.0893
8.264,0.0767,0.0469
8.268,0.0557,0.0328
8.272,0.0359,0.0411
8.276,0.0251,0.019
8.28,0.0079,-0.0093
8.284,0.0183,0.0163
8.288,0.0001,0.0125
8.292,0.0044,0.0107
8.296,-0.0047,0.0103
8.3,-0.0054,0.0065
8.304,0.0157,0.015
8.308,0.0038,-0.0109
8.312,-0.0043,-0.0074
8.316,-0.0175,-0.0186
8.32,0.0155,-0.0021
8.324,0.019,0.0053
8.328,-0.0022,0.0048
8.332,-0.0103,0.0239
8.336,0.0075,0.001
8.34,-0.0099,0.0156
8.344,0.0047,-0.002
8.348,-0.0068,-0.0116
8.352,-0.0014,-0.0
8.356,-0.0142,0.0015
8.36,-0.0022,-0.0061
8.364,-0.0101,-0.0082
8.368,-0.0645,-0.0461
8.372,-0.0917,-0.0651
8.376,-0.1316,-0.0818
8.38,-0.1048,-0.0682
8.384,-0.0031,0.0059
8.388,0.2304,0.1602
8.392,0.5523,0.3728
8.396,0.8552,0.594
8.4,0.9767,0.7009
8.404,0.8433,0.5829
8.408,0.5319,0.367
8.412,0.1871,0.1204
8.416,-0.0818,-0.0494
8.42,-0.21,-0.1532
8.424,-0.2123,-0.1292
8.428,-0.1549,-0.1057
8.432,-0.0886,-0.0662
8.436,-0.0238,-0.025
8.44,-0.0095,-0.0076
8.444,-0.0333,-0.0001
8.448,0.0139,-0.0093
8.452,-0.0138,0.0038
8.456,-0.0014,-0.0128
8.46,0.0184,-0.0102
8.464,-0.0087,-0.0018
8.468,-0.0031,-0.0109
8.472,0.0227,0.0113
8.476,-0.0046,-0.0044
8.48,0.0121,0.0156
8.484,-0.0021,0.0113
8.488,0.0128,-0.0061
8.492,0.0062,0.0004
8.496,-0.0164,-0.0169
8.5,0.0136,-0.0149
8.504,-0.005,-0.0014
8.508,0.0026,0.0002
8.512,0.0095,0.0112
8.516,0.0077,0.0039
8.52,0.0107,0.0147
8.524,0.0045,0.0089
8.528,0.0096,0.0005
8.532,-0.0119,0.0044
8.536,0.0041,-0.0061
8.54,0.0025,0.0143
8.544,0.0015,-0.0133
8.548,-0.0013,-0.0035
8.552,0.0051,0.0128
8.556,0.0164,0.0132
8.56,0.0139,-0.0022
8.564,0.0161,0.0319
8.568,0.0078,0.0188
8.572,0.0145,0.0165
8.576,0.0452,0.0319
8.58,0.0328,0.0188
8.584,0.0641,0.0338
8.588,0.0566,0.0338
8.592,0.0778,0.0543
8.596,0.0987,0.0649
8.6,0.0997,0.0934
8.604,0.1399,0.0843
8.608,0.1462,0.1005
8.612,0.1681,0.1142
8.616,0.1836,0.1311
8.62,0.2137,0.1523
8.624,0.2209,0.1655
8.628,0.2475,0.1666
8.632,0.2581,0.1961
8.636,0.2753,0.2044
8.64,0.302,0.217
8.644,0.3041,0.2153
8.648,0.2974,0.2068
8.652,0.2932,0.2167
8.656,0.282,0.1964
8.66,0.2815,0.2061
8.664,0.2667,0.2072
8.668,0.2645,0.181
8.672,0.262,0.1742
8.676,0.2344,0.1702
8.68,0.2077,0.1438
8.684,0.1837,0.1197
8.688,0.1797,0.1078
8.692,0.1324,0.0903
8.696,0.1157,0.0826
8.7,0.0975,0.0734
8.704,0.0828,0.0763
8.708,0.0679,0.043
8.712,0.0699,0.0524
8.716,0.0656,0.0297
8.72,0.0444,0.0325
8.724,0.027,0.0195
8.728,0.0267,0.0138
8.732,0.0186,0.0265
8.736,0.0141,0.0004
8.74,0.0008,-0.0009
8.744,0.0072,0.0003
8.748,0.0001,0.0075
8.752,0.0039,-0.0029
8.756,0.0085,-0.0192
8.76,-0.0076,-0.0186
8.764,0.008,-0.0082
8.768,0.0098,-0.0204
8.772,-0.0058,-0.0054
8.776,0.003,0.0116
8.78,-0.0106,-0.0036
8.784,-0.0097,-0.0115
8.788,-0.0022,-0.005
8.792,0.0123,-0.0152
8.796,0.0049,-0.0013
8.8,0.004,-0.0116
8.804,0.0029,0.0093
8.808,-0.0054,-0.0086
8.812,-0.0086,0.0143
8.816,-0.0143,-0.0088
8.82,0.0098,0.0114
8.824,0.0064,-0.0028
8.828,-0.0125,-0.0014
8.832,-0.0104,-0.0004
8.836,0.009,0.0013
8.84,0.0017,0.0034
8.844,-0.0089,0.004
8.848,0.0122,0.0146
8.852,-0.0148,-0.0052
8.856,0.0041,-0.0081
8.86,-0.0171,0.0069
8.864,-0.0041,0.0076
8.868,-0.0107,-0.0023
8.872,0.0082,-0.0052
8.876,0.0096,0.0016
8.88,-0.0057,0.003
8.884,0.0167,-0.0112
8.888,-0.0205,0.0182
8.892,-0.0031,-0.0041
8.896,0.0111,0.0053
8.9,-0.0049,0.0266
8.904,-0.0101,-0.002
8.908,-0.0029,-0.0118
8.912,-0.0078,-0.0047
8.916,0.0019,0.0074
8.92,0.0055,0.0009
8.924,0.0034,0.0129
8.928,0.0056,0.0014
8.932,-0.0087,-0.0073
8.936,-0.0134,0.0098
8.94,-0.0179,-0.0142
8.944,0.0009,-0.0072
8.948,-0.0091,0.0042
8.952,0.0062,0.0151
8.956,-0.0019,0.0072
8.96,-0.0116,-0.0043
8.964,0.0018,-0.0038
8.968,0.0171,0.0005
8.972,-0.0177,0.0017
8.976,0.0016,-0.0075
8.98,0.0147,0.0077
8.984,0.0218,0.0003
8.988,-0.0141,-0.0087
8.992,0.0137,0.0135
8.996,0.0172,0.0065
9.0,0.0114,0.0159
9.004,0.0174,0.032
9.008,0.0381,0.0146
9.012,0.0505,0.0465
9.016,0.0709,0.0349
9.02,0.0749,0.0877
9.024,0.1203,0.0799
9.028,0.1236,0.0805
9.032,0.1419,0.1067
9.036,0.1339,0.099
9.04,0.1556,0.0927
9.044,0.154,0.1037
9.048,0.1432,0.0997
9.052,0.1264,0.0615
9.056,0.1231,0.0459
9.06,0.0994,0.0563
9.064,0.0663,0.0504
9.068,0.055,0.0493
9.072,0.0283,0.0287
9.076,0.0248,0.0164
9.08,0.0286,0.0086
9.084,0.0101,0.0024
9.088,0.0101,0.0044
9.092,0.003,0.0017
9.096,0.0039,-0.0062
9.1,0.012,0.001
9.104,0.0072,0.0076
9.108,-0.0012,-0.002
9.112,-0.0041,-0.0065
9.116,-0.002,-0.0105
9.12,0.0031,-0.0047
9.124,-0.0091,0.0048
9.128,-0.0015,0.0078
9.132,0.0034,0.0134
9.136,0.0096,0.008
9.14,-0.0063,-0.0086
9.144,0.0137,0.01
9.148,0.0013,0.0118
9.152,-0.013,-0.0184
9.156,0.005,-0.0045
9.16,-0.0046,-0.002
9.164,-0.0401,-0.0134
9.168,-0.0523,-0.0393
9.172,-0.0879,-0.0609
9.176,-0.1149,-0.0668
9.18,-0.0993,-0.0791
9.184,-0.0032,-0.0033
9.188,0.2264,0.1667
9.192,0.5285,0.3937
9.196,0.8663,0.5968
9.2,0.9933,0.6904
9.204,0.8349,0.5668
9.208,0.5179,0.3657
9.212,0.1878,0.1238
9.216,-0.0797,-0.0698
9.22,-0.1986,-0.1437
9.224,-0.2057,-0.1558
9.228,-0.146,-0.0964
9.232,-0.0737,-0.06
9.236,-0.0197,-0.0354
9.24,-0.0102,-0.0236
9.244,-0.0106,-0.007
9.248,-0.0175,-0.0077
9.252,-0.0084,0.0047
9.256,0.0071,0.0106
9.26,-0.0005,-0.0105
9.264,0.0144,-0.0041
9.268,-0.0182,0.0015
9.272,0.0163,0.0156
9.276,0.0084,-0.0057
9.28,0.0042,-0.0089
9.284,0.0055,-0.0074
9.288,0.0087,0.0013
9.292,0.0047,0.0043
9.296,0.0098,-0.0106
9.3,0.0025,-0.0114
9.304,0.012,-0.0107
9.308,-0.0077,0.0035
9.312,-0.0033,-0.0285
9.316,-0.0037,0.0059
9.32,-0.0019,0.0043
9.324,-0.0264,-0.0014
9.328,0.0078,-0.0013
9.332,-0.0064,0.006
9.336,-0.0099,0.0056
9.34,-0.0065,0.0081
9.344,-0.0025,0.0072
9.348,-0.0043,-0.0065
9.352,0.0213,0.0157
9.356,0.0256,-0.0075
9.36,0.0058,0.0071
9.364,0.0139,0.0244
9.368,0.0104,0.0065
9.372,0.0032,0.012
9.376,0.0383,0.0343
9.38,0.0378,0.0214
9.384,0.0547,0.025
9.388,0.0536,0.0443
9.392,0.0827,0.0483
9.396,0.0944,0.0706
9.4,0.1275,0.0785
9.404,0.1468,0.0959
9.408,0.1449,0.1005
9.412,0.168,0.1052
9.416,0.1872,0.1369
9.42,0.2122,0.1759
9.424,0.2351,0.1519
9.428,0.2503,0.1611
9.432,0.2704,0.1889
9.436,0.2915,0.1879
9.44,0.293,0.1958
9.444,0.2985,0.2177
9.448,0.3217,0.1921
9.452,0.3042,0.2039
9.456,0.2946,0.2021
9.46,0.3024,0.1899
9.464,0.2872,0.205
9.468,0.2657,0.1732
9.472,0.2483,0.187
9.476,0.2274,0.1715
9.48,0.2173,0.1605
9.484,0.1978,0.1244
9.488,0.1675,0.1143
9.492,0.1543,0.1103
9.496,0.1226,0.0763
9.5,0.1083,0.0605
9.504,0.0776,0.0569
9.508,0.0666,0.0563
9.512,0.0791,0.0395
9.516,0.0761,0.0342
9.52,0.0264,0.0419
9.524,0.0072,0.0272
9.528,0.0296,0.0283
9.532,0.0043,0.005
9.536,0.0346,0.0088
9.54,0.016,0.0007
9.544,0.0124,-0.0056
9.548,-0.0084,-0.0023
9.552,0.0204,0.0128
9.556,0.0045,0.0009
9.56,0.0187,0.0025
9.564,-0.0147,0.0097
9.568,0.0027,-0.0148
9.572,0.0006,-0.0011
9.576,0.0106,-0.0057
9.58,0.012,-0.007
9.584,-0.0033,0.0046
9.588,-0.0076,-0.0077
9.592,0.0095,-0.0019
9.596,-0.0056,0.0007
9.6,-0.0011,-0.0001
9.604,-0.0075,0.0047
9.608,-0.0045,0.001
9.612,-0.0069,-0.003
9.616,0.0032,0.008
9.62,0.0105,0.0114
9.624,-0.0001,0.0103
9.628,0.0178,-0.0068
9.632,-0.0057,0.0008
9.636,-0.0012,-0.0163
9.64,-0.0113,-0.0003
9.644,0.0133,0.0109
9.648,0.021,0.0063
9.652,0.002,-0.0075
9.656,-0.0093,-0.0061
9.66,0.0053,-0.0002
9.664,-0.0036,0.0234
9.668,-0.0082,0.0141
9.672,-0.012,-0.0055
9.676,0.0071,0.0133
9.68,-0.0153,-0.0078
9.684,0.0176,0.0142
9.688,-0.0197,0.0157
9.692,-0.0111,0.0011
9.696,0.0064,0.0016
9.7,-0.0161,0.0016
9.704,-0.0138,0.0012
9.708,0.0116,0.0069
9.712,-0.0017,0.003
9.716,-0.0149,0.0133
9.72,0.0181,-0.0004
9.724,-0.0082,0.0111
9.728,0.0079,-0.018
9.732,-0.0154,-0.0124
9.736,-0.0072,-0.0034
9.74,0.0142,0.0117
9.744,0.0101,-0.0111
9.748,-0.0067,-0.0016
9.752,-0.0154,0.0179
9.756,-0.0035,0.003
9.76,0.005,-0.0031
9.764,-0.0103,0.0042
9.768,0.0006,-0.0053
9.772,-0.0083,-0.0035
9.776,0.0078,0.0091
9.78,0.0234,0.0032
9.784,-0.0046,0.025
9.788,-0.0039,-0.0039
9.792,0.0041,-0.0064
9.796,0.0109,-0.0015
9.8,0.0138,0.0094
9.804,0.0108,0.005
9.808,-0.0098,0.0153
9.812,-0.0042,-0.007
9.816,-0.0122,0.0056
9.82,0.0152,-0.0005
9.824,0.0068,-0.0125
9.828,0.022,-0.0131
9.832,-0.003,-0.0021
9.836,-0.0023,0.0039
9.84,0.0057,-0.0006
9.844,-0.0016,0.0075
9.848,-0.0008,-0.0063
9.852,-0.0107,-0.0123
9.856,-0.0115,-0.003
9.86,0.0191,0.0068
9.864,-0.0051,-0.0066
9.868,0.0057,0.0006
9.872,-0.0062,0.0106
9.876,-0.0089,-0.0073
9.88,-0.0039,-0.0141
9.884,0.0266,0.0024
9.888,0.0016,-0.0047
9.892,-0.003,0.0181
9.896,-0.0078,0.0032
9.9,0.0022,-0.0011
9.904,0.0016,-0.0021
9.908,-0.0083,0.002
9.912,-0.01,0.0014
9.916,0.003,-0.0098
9.92,0.0061,-0.0106
9.924,-0.0115,0.0015
9.928,0.0025,-0.0172
9.932,-0.008,-0.0063
9.936,0.0077,-0.0044
9.94,-0.0054,0.0022
9.944,0.0071,0.011
9.948,0.0132,0.0067
9.952,0.0013,0.0008
9.956,0.0103,0.0009
9.96,0.0017,0.018
9.964,-0.0107,0.0112
9.968,-0.0026,-0.001
9.972,-0.0144,0.01
9.976,-0.0086,0.0064
9.98,0.0002,-0.0162
9.984,-0.0077,0.0025
9.988,-0.0074,-0.0123
9.992,0.0078,0.0056
9.996,-0.0077,-0.0122
